file_location,filename,location,datetime,top,left,label,model_prob,ImageHeight,ImageWidth,GPSLongitude,GPSLatitude,GPSAltitude,Roll,Pitch,Yaw,FOV,Site,x,y,PixSize,meterx,metery
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173724_IMG_9383_NIR.jpg,surprisebeach,2015:08:06 17:37:24,0.8530183727034121,0.9473814229249012,0,0.39542,3048,4048,-85.71843286,9.997212977,87.89245586,-6.333991528,11.23558521,34.92424774,73.34058337,surprisebeach,1861.0,-1126.0,0.032333079,60.17186037,-36.40704716
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173705_IMG_9381_NIR.jpg,surprisebeach,2015:08:06 17:37:05,0.27723097112860895,0.12845849802371542,0,0.030587,3048,4048,-85.71937725,9.996165238,88.39308855,-0.695448041,2.471388817,53.64055634,73.34058337,surprisebeach,-1454.0,629.0,0.032517247,-47.28007772,20.45334861
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_IMG_6103_NIR.jpg,surprisebeach,2015:08:08 01:17:10,0.04265091863517061,0.786808300395257,0,0.048123,3048,4048,-85.71164782,10.00507183,89.53367609,3.458881378,2.849239349,231.3908844,73.34058337,surprisebeach,1211.0,1344.0,0.032936836,39.88650887,44.26710811
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173240_IMG_9346_NIR.jpg,surprisebeach,2015:08:06 17:32:40,0.21325459317585302,0.4977766798418972,0,0.11953,3048,4048,-85.72477862,9.991556012,88.18502039,-9.789747238,3.007944107,224.7268219,73.34058337,surprisebeach,41.0,824.0,0.032440705,1.330068912,26.73114106
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173535_IMG_9369_NIR.jpg,surprisebeach,2015:08:06 17:35:35,0.7463910761154856,0.3050889328063241,0,0.091863,3048,4048,-85.72526973,9.990082547,87.25237192,-3.968607903,5.873111248,55.94190216,73.34058337,surprisebeach,-739.0,-801.0,0.032097611,-23.72013447,-25.71018634
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173657_IMG_9380_NIR.jpg,surprisebeach,2015:08:06 17:36:57,0.40518372703412076,0.8189229249011858,0,0.17231,3048,4048,-85.71984809,9.995671822,91.05920444,-1.931920528,-2.565259933,45.1220932,73.34058337,surprisebeach,1341.0,239.0,0.033498034,44.92086349,8.006030107
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004723_IMG_9772_NIR.jpg,surprisebeach,2015:08:07 00:47:23,0.8530183727034121,0.19268774703557312,0,0.017705,3048,4048,-85.72047678,9.995059928,91.49067713,-2.591558218,5.322755814,54.81097412,73.34058337,surprisebeach,-1194.0,-1126.0,0.03365676,-40.18617165,-37.89751196
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173030_IMG_9325_NIR.jpg,surprisebeach,2015:08:06 17:30:30,0.36253280839895013,0.4174901185770751,0,0.068232,3048,4048,-85.71387777,10.00272184,88.70861053,-28.21310997,9.675084114,229.3118591,73.34058337,surprisebeach,-284.0,369.0,0.032633319,-9.267862528,12.04169462
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004037_IMG_9715_NIR.jpg,surprisebeach,2015:08:07 00:40:37,0.1279527559055118,0.016057312252964428,0,0.045928,3048,4048,-85.7126977,10.00401581,95.53604194,-3.597899437,2.658647537,209.3808594,73.34058337,surprisebeach,-1909.0,1084.0,0.035144932,-67.09167573,38.09710659
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173930_IMG_9397_NIR.jpg,surprisebeach,2015:08:06 17:39:30,0.3198818897637795,0.674407114624506,0,0.061422,3048,4048,-85.71157893,10.00426172,83.85701021,8.833658218,0.579680264,85.65434265,73.34058337,surprisebeach,756.0,499.0,0.030848556,23.32150838,15.39342947
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234433_IMG_6818_NIR.jpg,surprisebeach,2015:08:08 23:44:33,0.5331364829396326,0.06422924901185771,0,0.84742,3048,4048,-85.72811749,9.987214855,85.61622607,6.179133892,4.515128136,33.03249359,73.34058337,surprisebeach,-1714.0,-151.0,0.03149572,-53.98366481,-4.755853784
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004608_IMG_9760_NIR.jpg,surprisebeach,2015:08:07 00:46:08,0.7890419947506562,0.6583498023715415,Certain Turtle,0.99993,3048,4048,-85.72670569,9.988583588,94.3509598,-9.189468384,6.782037735,61.89179993,73.34058337,surprisebeach,691.0,-931.0,0.034708975,23.98390174,-32.31405574
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173310_IMG_9350_NIR.jpg,surprisebeach,2015:08:06 17:33:10,0.6610892388451444,0.3693181818181818,0,0.054024,3048,4048,-85.72675643,9.989489165,86.51054384,-4.543134689,7.192899704,225.5114136,73.34058337,surprisebeach,-479.0,-541.0,0.031824714,-15.24403797,-17.21717024
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144323_IMG_6878_NIR.jpg,surprisebeach,2015:08:09 14:43:23,0.9383202099737533,0.032114624505928856,0,0.05634,3048,4048,-85.72509028,9.991186683,85.26712037,-0.768620849,4.756462097,223.7165527,73.34058337,surprisebeach,-1844.0,-1386.0,0.031367295,-57.84129122,-43.4750703
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011718_IMG_6104_NIR.jpg,surprisebeach,2015:08:08 01:17:18,0.14927821522309712,0.3050889328063241,0,0.029854,3048,4048,-85.71215664,10.00454831,91.01667023,4.253900528,1.073866248,220.569397,73.34058337,surprisebeach,-739.0,1019.0,0.033482387,-24.74348386,34.11855217
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_012603_IMG_6180_NIR.jpg,surprisebeach,2015:08:08 01:26:03,0.3838582677165354,0.4977766798418972,0,0.014621,3048,4048,-85.71118741,10.00465835,87.20088955,-3.946614265,4.785663605,46.14053345,73.34058337,surprisebeach,41.0,304.0,0.032078672,1.315225554,9.751916302
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173030_IMG_9325_NIR.jpg,surprisebeach,2015:08:06 17:30:30,0.9596456692913385,0.14451581027667984,0,0.18842,3048,4048,-85.71387777,10.00272184,88.70861053,-28.21310997,9.675084114,229.3118591,73.34058337,surprisebeach,-1389.0,-1451.0,0.032633319,-45.32767976,-47.35094552
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173149_IMG_9339_NIR.jpg,surprisebeach,2015:08:06 17:31:49,0.21325459317585302,0.5138339920948617,0,0.1373,3048,4048,-85.72126478,9.995141612,92.48368794,2.836437702,5.999236584,223.1512604,73.34058337,surprisebeach,106.0,824.0,0.03402206,3.606338359,28.03417743
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173121_IMG_9334_NIR.jpg,surprisebeach,2015:08:06 17:31:21,0.8530183727034121,0.5780632411067194,0,0.033428,3048,4048,-85.71865969,9.997881926,90.4473342,-2.288161993,5.574279308,217.9789124,73.34058337,surprisebeach,366.0,-1126.0,0.033272945,12.17789774,-37.46533568
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173400_IMG_9357_NIR.jpg,surprisebeach,2015:08:06 17:34:00,0.5544619422572179,0.3211462450592885,0,0.041072,3048,4048,-85.73023182,9.985878765,85.36262514,4.384692669,2.347456932,226.8819427,73.34058337,surprisebeach,-674.0,-216.0,0.031402428,-21.16523648,-6.782924451
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234703_IMG_6847_NIR.jpg,surprisebeach,2015:08:08 23:47:03,0.8956692913385826,0.5620059288537549,0,0.080215,3048,4048,-85.71254564,10.00326597,85.92859655,-6.720785141,3.565242767,31.93936539,73.34058337,surprisebeach,301.0,-1256.0,0.031610632,9.514800365,-39.70295435
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173647_IMG_9379_NIR.jpg,surprisebeach,2015:08:06 17:36:47,0.17060367454068243,0.9313241106719368,0,0.6929,3048,4048,-85.72029846,9.995181595,89.21320346,-4.163872242,4.80502367,47.34878922,73.34058337,surprisebeach,1796.0,954.0,0.032818944,58.94282312,31.30927241
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004627_IMG_9763_NIR.jpg,surprisebeach,2015:08:07 00:46:27,0.8316929133858267,0.5780632411067194,0,0.054995,3048,4048,-85.72512881,9.990231887,94.32714055,-2.289473295,7.124067783,62.47584534,73.34058337,surprisebeach,366.0,-1061.0,0.034700213,12.70027781,-36.81692558
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173758_IMG_9387_NIR.jpg,surprisebeach,2015:08:06 17:37:58,0.8743438320209974,0.43354743083003955,0,0.72915,3048,4048,-85.71650069,9.999229603,93.65963744,4.146193981,4.419544697,25.42444611,73.34058337,surprisebeach,-219.0,-1191.0,0.034454658,-7.545570019,-41.03549722
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173042_IMG_9327_NIR.jpg,surprisebeach,2015:08:06 17:30:42,0.6824146981627297,0.5620059288537549,0,0.99359,3048,4048,-85.71498469,10.00175634,94.88440698,-9.352935791,3.335164547,246.949234,73.34058337,surprisebeach,301.0,-606.0,0.034905215,10.50646963,-21.15256012
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233953_IMG_6781_NIR.jpg,surprisebeach,2015:08:08 23:39:53,0.36253280839895013,0.8510375494071146,0,0.11224,3048,4048,-85.7150684,10.00156773,88.75171625,4.898715496,2.152588606,233.8183136,73.34058337,surprisebeach,1471.0,369.0,0.032649176,48.02693805,12.04754598
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173400_IMG_9357_NIR.jpg,surprisebeach,2015:08:06 17:34:00,0.9596456692913385,0.12845849802371542,0,0.43137,3048,4048,-85.73023182,9.985878765,85.36262514,4.384692669,2.347456932,226.8819427,73.34058337,surprisebeach,-1454.0,-1451.0,0.031402428,-45.65913033,-45.56492305
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173657_IMG_9380_NIR.jpg,surprisebeach,2015:08:06 17:36:57,0.4478346456692913,0.4817193675889328,0,0.045902,3048,4048,-85.71984809,9.995671822,91.05920444,-1.931920528,-2.565259933,45.1220932,73.34058337,surprisebeach,-24.0,109.0,0.033498034,-0.803952814,3.651285697
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234438_IMG_6819_NIR.jpg,surprisebeach,2015:08:08 23:44:38,0.34120734908136485,0.8510375494071146,Certain Turtle,0.99914,3048,4048,-85.72754093,9.987730933,86.24172185,-7.723193645,3.315261126,36.78889847,73.34058337,surprisebeach,1471.0,434.0,0.031725822,46.66868436,13.76900681
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173018_IMG_9323_NIR.jpg,surprisebeach,2015:08:06 17:30:18,0.9596456692913385,0.9313241106719368,0,0.030638,3048,4048,-85.71287313,10.00386706,85.30020921,-0.201972887,-0.496218055,230.3822021,73.34058337,surprisebeach,1796.0,-1451.0,0.031379467,56.35752275,-45.53160663
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234653_IMG_6845_NIR.jpg,surprisebeach,2015:08:08 23:46:53,0.639763779527559,0.016057312252964428,0,0.24138,3048,4048,-85.71356084,10.0021884,85.2885514,-6.604395866,3.430598736,35.61045456,73.34058337,surprisebeach,-1909.0,-476.0,0.031375178,-59.89521564,-14.93458494
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173623_IMG_9376_NIR.jpg,surprisebeach,2015:08:06 17:36:23,0.2559055118110236,0.674407114624506,0,0.032875,3048,4048,-85.72178964,9.993700747,84.40152672,2.433142424,12.49032879,64.31163025,73.34058337,surprisebeach,756.0,694.0,0.031048868,23.47294409,21.54791429
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004906_IMG_9789_NIR.jpg,surprisebeach,2015:08:07 00:49:06,0.7677165354330708,0.2890316205533597,0,0.034785,3048,4048,-85.71158765,10.00426476,92.9460371,4.763667583,4.308568478,61.4985199,73.34058337,surprisebeach,-804.0,-866.0,0.034192145,-27.49048442,-29.6103974
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004906_IMG_9789_NIR.jpg,surprisebeach,2015:08:07 00:49:06,0.7463910761154856,0.7065217391304348,0,0.022742,3048,4048,-85.71158765,10.00426476,92.9460371,4.763667583,4.308568478,61.4985199,73.34058337,surprisebeach,886.0,-801.0,0.034192145,30.29424029,-27.38790799
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173900_IMG_9393_NIR.jpg,surprisebeach,2015:08:06 17:39:00,0.7890419947506562,0.8189229249011858,0,0.029509,3048,4048,-85.71358803,10.00221848,84.37327586,2.315071583,3.639411211,28.20698547,73.34058337,surprisebeach,1341.0,-931.0,0.031038475,41.62259522,-28.89682039
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173523_IMG_9367_NIR.jpg,surprisebeach,2015:08:06 17:35:23,0.3198818897637795,0.9473814229249012,0,0.083764,3048,4048,-85.72633445,9.988985661,84.03441683,-21.53152657,3.013276577,56.96215057,73.34058337,surprisebeach,1861.0,499.0,0.030913819,57.53061678,15.42599558
